,regression,classification
135,-0.0009323628701505194,0
136,-0.0003590484254019296,0
137,0.0006610387047300781,1
138,0.00912660605605276,1
139,-0.0042308746027047974,0
140,0.020928336516761896,1
141,0.004077992654411722,1
142,0.007446777110573169,1
143,-0.005162235475201253,0
144,-0.014656332184019521,0
145,-0.008765731242751275,0
146,0.0470307071944472,1
147,0.005946669658981457,1
148,-0.008121495741627544,0
149,0.0018279065339778463,1
150,0.0,0
151,0.0069452158879683605,1
152,-0.0020734729222998947,0
153,-0.02784964055832856,0
154,-0.00026180867164698855,0
155,-2.1997358192664687e-05,0
156,0.002267267840309289,1
157,0.0038778268601707398,1
158,0.0016320858618962633,1
159,0.0016241607927165137,1
160,-0.004436644645053459,0
161,0.0299634665722447,1
162,0.001490335209647185,1
163,-0.012591512784556204,0
164,-0.008704738047675109,0
165,0.01627708633762687,1
166,0.0005327259718929595,1
167,-0.011631625038686842,0
168,-5.501895020306469e-05,0
169,0.001139278130504968,1
170,-0.02399698853924263,0
171,0.0016837221251603221,1
172,0.0028968983464181045,1
173,-0.004944756679193876,0
174,0.0022020070428452514,1
175,0.006082014014570378,1
176,-0.00019905608073263501,0
177,-0.0009182446889433802,0
178,-0.017494291492549028,0
179,0.02538988908328561,1
180,-0.0004352335513246765,0
181,0.0017883723932725234,1
182,-0.000583654448612222,0
183,-0.0025086491784405127,0
184,0.0010260343358682623,1
185,0.0,0
186,-0.0007792834755817919,0
187,0.015847087235852177,1
188,-0.0014360628193214305,0
189,-0.0022172525260433745,0
190,0.005606231500870243,1
191,3.5189972048421794e-05,1
192,0.0008339829719084422,1
193,0.08141330383010302,1
194,-0.0037714539967142213,0
195,-0.029638127847898984,0
196,0.002380959461737932,1
197,0.013342856115442106,1
198,-0.004817099644131237,0
199,0.0004122804821660226,1
200,-0.015028925494205645,0
201,-0.0028974096321198422,0
202,-0.006449275889861742,0
203,0.0014925386913702307,1
204,-0.021944785190880303,0
205,-0.0011323098152118635,0
206,-0.0066560879153390075,0
207,0.004759885594354542,1
208,-0.0162810491585092,0
209,0.0,0
210,-0.003498088818385964,0
211,0.0026394009596436376,1
212,0.0,0
213,0.0,0
214,0.011574085935611392,1
215,0.0011518639865917713,1
216,0.00164314880174086,1
217,0.006930104949832151,1
218,0.00037164650881607375,1
219,-0.008498012140729502,0
220,-0.011421269854455737,0
221,-0.0008464458017156041,0
222,-0.025244274840653762,0
223,0.0037683022785508385,1
224,-0.0020358430182505077,0
225,-0.013562083375021274,0
226,-0.0005988787971625215,0
227,-0.007740174917963226,0
228,-0.0026450277926487304,0
229,8.420987213125543e-05,1
230,0.0037781172595603325,1
231,-0.009353014224953384,0
232,-0.005596533750068228,0
233,-0.0011637740515169407,0
234,-0.01067807750530293,0
235,-0.007381658639563026,0
236,4.542310824445311e-05,1
237,-0.004075617280868439,0
238,0.014717164919955495,1
239,-0.010596673055059107,0
240,0.0,0
241,-0.009738499140370767,0
242,0.009689520616004149,1
243,-0.0016768740926556655,0
244,-0.026024493055987506,0
245,-0.013606151764138234,0
246,0.00529145748996271,1
247,0.002359516944225441,1
248,-0.0003404810741615894,0
249,0.05557302014330339,1
250,0.00031606764412125054,1
251,0.0011716397299754509,1
252,0.0014722517994985383,1
253,0.00207730775202684,1
254,0.00011279048737884343,1
255,-0.0008809922440343081,0
256,-0.007346262532106934,0
257,-0.00669639911290846,0
258,-0.016585336000675754,0
259,0.014093060077206869,1
260,0.0015292893563838594,1
261,0.006780643071329972,1
262,-0.006645314290439779,0
263,-0.0062759151763324165,0
264,0.015855626414819027,1
265,-0.005965949385335796,0
266,-0.0005660428831522755,0
267,0.005144757631379131,1
268,-0.0018635824922688664,0
269,-0.03514175388541834,0
270,-0.0008477346504545048,0
271,0.000286471936826733,1
272,-0.0179130575356548,0
273,0.0013996033781749396,1
274,0.010750137688689924,1
275,-0.0014235185608295964,0
276,0.002187447459873181,1
277,0.0004787508035396688,1
278,-0.0015759555216894356,0
279,0.001057284019144415,1
280,0.0,0
281,0.03989229187831425,1
282,-0.002735647397890115,0
283,-0.01186863614166389,0
284,0.00638568555311166,1
285,0.009612783281738417,1
286,-0.010117517984663961,0
287,-0.0002340430568526724,0
288,0.0,0
289,-0.008564079527994161,0
290,0.00872224472207024,1
291,-0.00025053838827933795,0
292,0.011493842998747453,1
293,-0.0009508254766652799,0
294,0.002876786047120411,1
295,-0.001247473247342126,0
296,0.004901535898092717,1
297,-0.007752422028001545,0
298,0.003850317891739756,1
299,-0.002813111898536793,0
300,-0.00273228676825883,0
301,0.001304512457019322,1
302,-0.0039892138556587705,0
303,0.023427021115418674,1
304,-0.0005647604133258618,0
305,0.00034458431363294285,1
306,-0.002454867051428591,0
307,-0.0036733919208760783,0
308,0.004203681261868199,1
309,0.0018874577748701402,1
310,0.023239216844866302,1
311,-0.01953275408328019,0
312,0.0007991832209656736,1
313,-0.0011662564738494057,0
314,0.0,0
315,0.003268711604932595,1
316,0.019716626429698375,1
317,0.001182049312175886,1
318,0.002626970568105135,1
319,0.004825772401464717,1
320,0.0030390437180984825,1
321,-0.004384942452592296,0
322,0.0012584547412652128,1
323,-0.001379556913302048,0
324,-0.02714465936555156,0
325,-0.012050777745784969,0
326,-0.00019495413305308963,0
327,0.001077442826007126,1
328,0.00024992334530681367,1
329,-0.011703497214697023,0
330,0.0005747944721759615,1
331,-5.7453350735304305e-05,0
332,-0.0013906870724335434,0
333,-0.0173650232919144,0
334,-0.009779186219193697,0
335,-0.008442358530509174,0
336,0.005998282122546459,1
337,-0.014344715305439579,0
338,-0.00596105288464037,0
339,0.007140171064502212,1
340,0.0032160792342069795,1
341,-0.012662737882136742,0
342,-0.027448717960966533,0
343,-0.011727880718749632,0
344,0.003955194932484096,1
345,0.002564377758765974,1
346,-0.0006719557344536028,0
347,-0.01756937185225979,0
348,-0.012168896549503882,0
349,-0.004174354988753549,0
350,-0.00245364185140622,0
351,0.0013460186597895336,1
352,0.007003567592422181,1
353,0.009154265065823746,1
354,-0.0007053481190228566,0
355,-0.02427581496664915,0
356,4.924038174357094e-05,1
357,0.0039131985651600235,1
358,0.0002577359560928837,1
359,0.15238711923185352,1
360,-0.022644325987347808,0
361,-0.010010614467861265,0
362,0.009505423982326008,1
363,0.0002354774186456469,1
364,-0.019886775627485326,0
365,-0.00019446231372937495,0
366,0.04127186570013398,1
367,0.018474764640577575,1
368,0.02004188731623643,1
369,0.0030482824737567958,1
370,-0.002638451862064421,0
371,0.03775946021359386,1
372,0.0007607372389105543,1
373,-0.007263495531515463,0
374,0.0013582593915300344,1
375,-0.03728973387049893,0
376,-0.0034256718620544455,0
377,0.0019586341377459664,1
378,0.03944573346995768,1
379,0.0009338994520789322,1
380,-0.0058884233396816425,0
381,-0.008469110997287277,0
382,0.0187349724147823,1
383,-0.003980933000226113,0
384,0.007984917709497105,1
385,-0.03415964117259615,0
386,0.003484679964721968,1
387,-0.03740293573343719,0
388,-0.0018193226936460878,0
389,0.003320075834986759,1
390,0.001286620744128166,1
391,-0.0016660695343413863,0
392,-0.007525111809520615,0
393,0.0069545331764976105,1
394,-0.012294457705967928,0
395,0.004703798289474075,1
396,0.0010723306980633548,1
397,0.01454530576724442,1
398,0.0048885104902370415,1
399,-0.019795873335860303,0
400,-0.01836448663010644,0
401,-0.0027668528639184647,0
402,-0.0008205043206533114,0
403,-0.006004852673309783,0
404,-0.007367987298458743,0
405,0.0003377894356099289,1
406,0.02178027436839544,1
407,-0.002579845286894954,0
408,-0.014396129690978612,0
409,-0.005954533194777298,0
410,-0.005490858043349998,0
411,-0.005617172892495451,0
412,-0.005498968819042052,0
413,0.004674663038107372,1
414,0.00034808296810402906,1
415,0.002447607956207792,1
416,0.012398293406147726,1
417,-0.016097657870504312,0
418,-0.0010935807397388934,0
419,0.0026095329280607597,1
420,-0.0053109962996648755,0
421,-0.014751510416004846,0
422,0.0025607084587798952,1
423,-0.0028724610362682763,0
424,-0.01460933051230435,0
425,-0.007657527262087399,0
426,0.003016860229377857,1
427,-0.020530109785458807,0
428,-0.0090596057854397,0
429,-0.0009150226624181733,0
430,0.01004220270400828,1
431,0.0029105109199583216,1
432,-0.002368092338529306,0
433,0.006971472445314785,1
434,0.0,0
435,-0.009831575067542689,0
436,0.0006340962339771376,1
437,0.0770863666342742,1
438,-0.013857164666208857,0
439,0.00590146263840152,1
440,-0.005975581726824747,0
441,-0.011152489438943274,0
442,-0.0025332278953871146,0
443,0.00010429323489708511,1
444,0.013552530890338164,1
445,-0.0023593815096365684,0
446,0.0018539832390016304,1
447,0.0001596940772144747,1
448,0.029939208490160837,1
449,-0.0042221850252935605,0
450,-0.0033770482927968927,0
451,0.0010857884732790486,1
452,0.0010715144577052359,1
453,-0.006712017968928567,0
454,-0.009026672381921659,0
455,0.0020809715978861477,1
456,0.0371670934696302,1
457,0.01028781531953164,1
458,0.007711729544866021,1
459,-0.0007068711228827402,0
460,0.0007306789766259767,1
461,-0.0010476149540015033,0
462,-0.018413528739078974,0
463,-6.663885959096229e-05,0
464,-0.013134814606943289,0
465,0.039022553723355426,1
466,0.0006009990694625094,1
467,-0.0014774531117268761,0
468,-0.0058623914251067005,0
469,-0.0009755556329637649,0
470,0.0020990742300773853,1
471,0.002497675113952164,1
472,-0.0028232578523427164,0
473,0.005282051494205477,1
474,-0.0008487000085127723,0
475,-0.0005686313925806112,0
476,-0.0004232152029870073,0
477,-0.00811683957571418,0
478,0.010547961705509819,1
479,0.0,0
480,0.015792317112852183,1
481,-0.0006658833494863942,0
482,-0.02255514884249107,0
483,0.0013524013806850007,1
484,0.004603087235446973,1
485,-0.008116220493510769,0
486,0.01281895452498656,1
487,0.0,0
488,-0.008542751509153165,0
489,0.0034136820270945045,1
490,0.001757639461370537,1
491,0.0027431807720803857,1
492,-0.000407889805292173,0
493,0.0016265302407689533,1
494,0.01930820256200848,1
495,-0.00022839073256305335,0
496,0.0,0
497,0.004549535708880605,1
498,0.0005036095870077214,1
499,0.0020843103320462796,1
500,0.0016505473311951005,1
501,-0.030667456978959763,0
502,0.0018496982390844435,1
503,-0.003086174056760421,0
504,0.018240838592803232,1
505,-0.007121721549014795,0
506,-0.0010462289921570015,0
507,0.05371040525808639,1
508,-0.016642946989907786,0
509,0.035602224498803826,1
510,-0.010993008436243304,0
511,0.0033956379529476222,1
512,-0.002605438659257799,0
513,-0.0039159129733266195,0
514,-0.02298771849835337,0
515,0.04162260968523709,1
516,-0.0034577358109370254,0
517,-0.00013948319945134862,0
518,-0.0020653129409307757,0
519,0.0010914860341395016,1
520,4.3751578289334565e-05,1
521,0.007170270820620648,1
522,-0.004325383581704827,0
523,-0.02116488268098911,0
524,-0.0026171056889081274,0
525,0.004466971135862656,1
526,0.0011148975890189303,1
527,-0.0031345515631984655,0
528,0.004481875156473955,1
529,-0.005536332329293611,0
530,0.003646973896198565,1
531,0.0,0
532,-0.011396333815075103,0
533,0.0007504224068333185,1
534,-0.022223094718160585,0
535,0.0,0
536,-0.0021330689191409297,0
537,0.0006236914736916222,1
538,0.0018583742018159224,1
539,-0.01474094568957276,0
540,0.0010154836187985657,1
541,0.0031198360919960717,1
542,-0.021053950836883235,0
543,0.0004084158845284543,1
544,0.03207789214796417,1
545,-0.0045059413540274856,0
546,-0.0018522045303469088,0
547,-0.01278746622286768,0
548,-0.002168083011082407,0
549,-0.0010338254283635978,0
550,0.006429525651979624,1
551,0.007192686092015544,1
552,0.016308518735618543,1
553,0.004571425736280508,1
554,0.00597867731492055,1
555,0.03330983097111405,1
556,-0.019076795803099882,0
557,0.028361301974722638,1
558,0.0,0
559,-0.0014844849066660002,0
560,-0.011273247303999524,0
561,-0.005591531628083298,0
562,0.007943985509645396,1
563,-0.0008775861605783538,0
564,0.0005177112412284819,1
565,0.001161995355492984,1
566,0.002400901630045925,1
567,-0.018005794444964116,0
568,0.005823142125966591,1
569,0.03369591635536677,1
570,-0.010285276660356626,0
571,0.00540234487375387,1
572,0.006731714306666365,1
573,-0.0034716318082783394,0
574,-0.0009495050652794813,0
575,-0.0031586427706497898,0
576,-0.012466155320175192,0
577,0.006527561839284636,1
578,0.04551360167492212,1
579,0.012498504864193181,1
580,0.0025267136192869974,1
581,0.002282008919278624,1
582,-0.00863328039983804,0
583,-0.019451231728596276,0
584,-0.005652614098359775,0
585,-0.023553545839646542,0
586,-0.0005231128581081268,0
587,0.001593982734764369,1
588,0.0002395958625063374,1
589,0.00026829319206064377,1
590,0.007135219145658427,1
591,0.001607773698717504,1
592,0.004550324117350027,1
593,-0.013110710584755516,0
594,3.1736594236081934e-05,1
595,-0.010137436513720387,0
596,0.0076378030364455075,1
597,0.003100513661940397,1
598,0.007455364023295499,1
599,0.023741671104512984,1
600,0.0,0
601,0.0009588930902647044,1
602,0.0011371803288204776,1
603,0.024524557719237786,1
604,0.002810549123288886,1
605,-0.0002872805387617756,0
606,0.013651933626632303,1
607,-0.0242606248396044,0
608,0.014315610466396905,1
609,-0.01861514241814282,0
610,0.05359269186490309,1
611,0.012601650595446615,1
612,-0.0013553858142554807,0
613,-0.0017723581814400391,0
614,0.0064233600966104275,1
615,0.013278369647875408,1
616,-0.005202701474083347,0
617,-0.006932399641430786,0
618,0.0034907372722202037,1
619,0.006834406210486744,1
620,-0.005131218125490875,0
621,0.01204950776393156,1
622,-0.007747321420077118,0
623,-0.03437423672241592,0
624,-0.004816896324364957,0
625,0.0014556569484070222,1
626,0.015286927589134731,1
627,0.022462316902441392,1
628,0.00040738161847397007,1
629,-0.004589835214547025,0
630,0.030092303738337302,1
631,-0.003545018774904768,0
632,0.014731519307715438,1
633,0.018293864129286054,1
634,0.0034304388849403975,1
635,-0.02769211558170813,0
636,0.0004362799432485793,1
637,-0.004467401026694422,0
638,-0.0072323929149937845,0
639,0.008666767859068296,1
640,-0.0018396836076148388,0
641,-0.012058991851038118,0
642,-0.00023228343711971446,0
643,-0.004807083780185125,0
644,-0.00019974074499778848,0
645,-0.014181438864356731,0
646,0.03224474526195062,1
647,0.00478946198161446,1
648,0.0002794533937278004,1
649,-0.002464746614624499,0
650,-0.009136679770452691,0
651,0.003237510366475423,1
652,0.0,0
653,-0.007386111107250548,0
654,-0.01777549808622804,0
655,0.0019346882592616089,1
656,0.04366923021934061,1
657,0.005567561822985577,1
658,0.003280620370208841,1
659,0.05807080520435411,1
660,0.009251392799161852,1
661,-0.019288907791375143,0
662,-0.002963213138585322,0
663,-0.0107832807729831,0
664,-0.0031725992788920244,0
665,-0.009570006241649186,0
666,0.0014789908758474771,1
667,-0.004950415241477708,0
668,0.0005084660741437633,1
669,0.00122201087126967,1
670,-0.0032767895868870797,0
671,0.017266605548650286,1
672,0.001217657650021789,1
673,0.0006947381592394164,1
674,0.005545950043013044,1
675,-0.011814093156315462,0
676,-0.006364132862016018,0
677,-0.025210185443195067,0
678,0.0030622587913854827,1
679,-0.0016788430515108823,0
680,-0.0032474247977547417,0
681,-0.008102367426825836,0
682,0.006001766981436332,1
683,0.028183733370414268,1
684,-0.001065396551218546,0
685,-0.0027781176839969165,0
686,-0.007260612301274216,0
687,7.144118467369408e-05,1
688,-0.005471521000514506,0
689,-0.004538989261669986,0
690,-0.003516167120205904,0
691,-0.007140378128552354,0
692,-0.004419278828053116,0
693,0.00045983473003173575,1
694,0.010891848215458796,1
695,0.010749089942168544,1
696,-0.004404108804925681,0
697,0.013078533669531782,1
698,0.00776765383725759,1
699,-0.0045134037223413465,0
700,0.001388332852504632,1
701,-0.0014933741721464054,0
702,0.0,0
703,0.0018578212892337621,1
704,0.0016223501674972787,1
705,0.006302384307091832,1
706,0.012804386542475427,1
707,-0.010864905897636385,0
708,-0.001951889347992345,0
709,0.004687716418884015,1
710,0.0356144986302386,1
711,0.0063954376104519775,1
712,0.0019281224457884676,1
713,0.0015424527669839739,1
714,0.0006263812296878688,1
715,0.005674789900899985,1
716,-0.0019053191341165082,0
717,0.015659784439235866,1
718,0.0039651490454863485,1
719,-0.029663003354113204,0
720,-0.0006854677713175786,0
721,0.0024064359030553243,1
722,0.01514484753605706,1
723,0.0,0
724,0.0,0
725,0.0032440296031802205,1
726,0.0043644666769566175,1
727,0.00030597145421936025,1
728,-0.0239602689010065,0
729,0.001156548694012428,1
730,-0.009322560944378435,0
731,-0.016897455611995685,0
732,0.006148544233102031,1
733,0.0019522336283272395,1
734,0.012650434505025548,1
735,-0.005265862011038285,0
736,-0.005518210650700835,0
737,0.0018476028366123337,1
738,-0.00037448754058047926,0
739,0.004003301232935339,1
740,0.04580209362733583,1
741,-0.01988528818495709,0
742,0.0020025047934950414,1
743,0.0,0
744,0.003171414742209553,1
745,0.0005028884372648758,1
746,-0.014049314295536469,0
747,0.0,0
748,-0.015603259486157477,0
749,0.008379682546854176,1
750,-0.009144134517058493,0
751,0.006691204544854237,1
752,-0.0008884409962793461,0
753,-0.004625023725777504,0
754,0.02547168780058968,1
755,-0.001548866000056235,0
756,0.0012277887688957522,1
757,-0.0005869883656686316,0
758,0.0005141641772901748,1
759,-0.005470357576599081,0
760,-0.016623537783501296,0
761,-0.0021001550144970145,0
762,0.00785455819671717,1
763,0.0070728525602723,1
764,0.0026314992609837626,1
765,0.00431470978224888,1
766,-0.006789299566372534,0
767,-0.01229270670355493,0
768,-0.010845006325972217,0
769,0.013700452729058272,1
770,-0.0012760434079446001,0
771,0.021369321852456265,1
772,-0.0003305807619841643,0
773,-0.0059795598884938815,0
774,0.0011561357748928116,1
775,-0.008171882219314431,0
776,-0.017999603114167668,0
777,-0.007704840224840789,0
778,0.04363626243924874,1
779,0.015995148966419452,1
780,-0.009748906623569944,0
781,0.0035322037005826655,1
782,-0.008889879384395272,0
783,0.001149611426368428,1
784,-0.004235553996578337,0
785,0.0023844516880357023,1
786,0.000712583453144686,1
787,0.0007299054773768031,1
788,-0.013670906718819107,0
789,-0.0014579704357202956,0
790,0.003978080323476291,1
791,-0.0032371987456271275,0
792,0.0008332538013723872,1
793,-0.013737813432035123,0
794,0.0013612303201467404,1
795,0.0010609145747322436,1
796,0.002327397529691734,1
797,0.0012866214088382993,1
798,0.0034646674785257067,1
799,-0.007112283635111367,0
800,-0.0005226339399975896,0
801,-0.00073919893360247,0
802,0.013427032302065938,1
803,0.012006716624465378,1
804,0.0018412211055803603,1
805,0.026975039976563326,1
806,0.039464615365241484,1
807,0.005628083484317709,1
808,-0.0005266250808596908,0
809,0.0051826633329700835,1
810,-0.003924866035204366,0
811,0.002569187290353054,1
812,0.0035429197435647986,1
813,0.0,0
814,0.007413386746179878,1
815,-0.0024143276773950246,0
816,0.0025562063120417667,1
817,-0.0007309798573762994,0
818,-0.001012455543850772,0
819,-0.003924876754331878,0
820,-0.00422260905074315,0
821,0.0008545624802047074,1
822,-0.0170374860808047,0
823,0.0032123619775694004,1
824,-0.005725395930637257,0
825,0.0013376935274902755,1
826,-0.002373230368558443,0
827,-0.007788602478725047,0
828,0.0037223451313038803,1
829,-0.004325840905863234,0
830,-0.000485613881697395,0
831,-0.0026739231136699475,0
832,-0.005311079720490545,0
833,0.0022316233386722117,1
834,-0.001484280902980015,0
835,-0.007967949427106822,0
836,-0.003681127119278416,0
837,0.07457007797065092,1
838,-0.011826406894888385,0
839,0.020386447366236047,1
840,0.0010791169649945627,1
841,0.007513553027077482,1
842,0.007263544795610829,1
843,0.00017442809444673997,1
844,0.0020730176472908016,1
845,-0.0013270109136142088,0
846,0.0,0
847,0.011452356686758312,1
848,-0.004346550157454484,0
849,-0.0154242521680542,0
850,0.0019060302725950552,1
851,-0.0070106136444674704,0
852,-0.014246303043242948,0
853,-0.00017421120593728062,0
854,0.12515295517172967,1
855,0.0001655212988928989,1
856,0.0001401665403935643,1
857,0.024533323960724662,1
858,0.004022107287525588,1
859,0.015360827228650028,1
860,0.005466295056981782,1
861,0.0006689220153400747,1
862,-0.007600332743578494,0
863,-0.002894245681592213,0
864,0.0,0
865,-0.00038709087317911027,0
866,0.0014056764136854724,1
867,0.006502476410566117,1
868,0.001147875109233192,1
869,-0.011360929589242853,0
870,0.00020725334975867923,1
871,-0.005143257319468983,0
872,0.004987054751054355,1
873,-0.00741970329264661,0
874,-0.019320182291356652,0
875,-0.002151588349056878,0
876,0.003510982203972565,1
877,-0.0042302537551298005,0
878,0.03518806298186254,1
879,0.0034694891092492204,1
880,-0.01031466238933255,0
881,0.010168659012677847,1
882,0.00013965742004854505,1
883,0.0005817926956127573,1
884,0.0006494614278809455,1
885,0.010694192075737427,1
886,-0.001604834925009567,0
887,0.008169945808372233,1
888,-0.00165644432041878,0
889,-0.003056255512674995,0
890,0.0008791699664895355,1
891,0.00345530342666828,1
892,-0.024424687655720704,0
893,-6.690810553934712e-05,0
894,0.0,0
895,0.0021844226592320905,1
896,-0.005106755064849054,0
897,0.00018964363504244357,1
898,-0.0010284610332135435,0
899,-0.004233675078323304,0
900,0.0,0
901,0.0018313715280045644,1
902,-4.190034125298967e-05,0
903,0.0014117472959789467,1
904,0.0095877011228266,1
905,-0.017284098503895166,0
906,-0.004747167026526323,0
907,0.009119697798174354,1
908,-0.026146704805936654,0
909,-0.01611995841308086,0
910,0.022995098820966453,1
911,-0.004920315756890566,0
912,-0.0006897607517797323,0
913,0.0,0
914,-0.015209066854921688,0
915,-0.0067487988198724515,0
916,-0.013082784059206492,0
917,-0.014347590709915398,0
918,-0.016954947653782398,0
919,-0.000668701933283849,0
920,0.01150372490260156,1
921,0.002302272219020773,1
922,0.022959845798502423,1
923,-7.623871643745794e-05,0
924,0.0,0
925,-0.005284160981377571,0
926,0.0012748714582626437,1
927,0.0,0
928,-0.0026952080846747296,0
929,-0.009843928239858158,0
930,0.032989879757057035,1
931,-0.01180040998632717,0
932,0.0,0
933,0.02401472033098774,1
934,-0.0012457748974802065,0
935,0.0010616101996355355,1
936,0.0,0
937,0.0017705092445097269,1
938,-0.01294167517698995,0
939,0.0,0
940,-0.0015558304717607344,0
941,-0.01813252844727475,0
942,0.0006596399397456508,1
943,0.006257784460112996,1
944,0.030951138999940418,1
945,0.002107305430334439,1
946,-0.019941712152008188,0
947,-0.015171929579345657,0
948,-0.004655991794820824,0
949,-0.004185529717356374,0
950,0.0,0
951,0.0020549734831490475,1
952,0.0001878992862335625,1
953,0.06183458348882388,1
954,-0.0005903787094343044,0
955,-0.0011676714074961318,0
956,-0.0039693300012440995,0
957,-0.0017118939454140627,0
958,0.02164188960108544,1
959,0.00048507370900398436,1
960,-0.004985599860200813,0
961,0.0005299406559920711,1
962,0.012723450629128424,1
963,-0.0009584533916803802,0
964,0.0008070684467379006,1
965,-0.022281965570633368,0
966,0.004046540726611971,1
967,0.0031509587463831134,1
968,-0.009964097597965677,0
969,-0.0006928654241507981,0
970,0.0030831209908658164,1
971,0.0010986468837958455,1
972,-0.0035706532763433592,0
973,-0.02174666631924317,0
974,-0.012581885575013864,0
975,0.009272204963541367,1
976,-0.012417285507848503,0
977,0.0075237394428271705,1
978,-0.009339361271624923,0
979,0.005733535972482232,1
980,0.0030484297051121506,1
981,-0.0008946734196139342,0
982,0.06524547481022747,1
983,-0.008753650986169691,0
984,0.0016138197082395888,1
985,0.006037051370757965,1
986,0.002490053102180855,1
987,0.005695465929285099,1
988,-0.0016392145575469261,0
989,-0.011854950561076005,0
990,0.03851653658252694,1
991,0.0013145847389163358,1
992,0.0025406343376360406,1
993,0.027530521658002387,1
994,0.009321161996698663,1
995,-0.0067096610404986465,0
996,-0.011583701831733888,0
997,0.015428318037878823,1
998,0.0011870800055851487,1
999,0.0030958840817109957,1
1000,0.013113396539304748,1
1001,-0.016514505129596894,0
1002,-0.012030673733781283,0
1003,-0.0004191793370205929,0
1004,0.0016626264694936327,1
1005,0.015294975084449583,1
1006,0.0,0
1007,-0.022845448002626518,0
1008,0.0017184116492517207,1
1009,0.0026182299405528558,1
1010,-0.0031395316668669814,0
1011,0.020187911536854175,1
1012,0.005752661200707686,1
1013,8.319639387652747e-06,1
1014,0.014881980377395257,1
1015,0.04645429890537972,1
1016,-0.002746372011551265,0
1017,0.00029183472405020265,1
1018,-0.005419110531032073,0
1019,-0.02572301565698355,0
1020,-0.005377170572801608,0
1021,0.0055269458002425885,1
1022,-0.0023505958680979902,0
